"Austen","PROTAG.NAME","PROTAG.GENDER","Combination","Combination_Class","Combination_Class2","STORY.ID","Short_Title","Author_Gender","Canonicity","PUB..DATE","GENRE","PREDICATE","AGENT","PATIENT","POSESSOR","AFFECT","COGITATION","SOCIABILITY","POLARITY","COMMUNICATIVENESS","DESCRIPTIVENESS","ABSTRACTION","DISTINCTIVENESS_SKEW","DISTINCTIVENESS_SKEW.woSaid.","DEPTH","CLASS.SIMILARITY","HOMOGENEITY","DISTINCTIVENESS_KL","EMBODIMENT","CLOTHES","MOTION","PHYSICAL","PERCEPTION","VALUATION","CENTRALITY","ENSEMBLE","MENTIONS","POPULATION","SOCIO","COMM","COG_PER","COG_PER_RATIO"
"","Glorvina","F","f_F","Female_Female","Female_Female","Chadwyck_1806_Morgan_TheWildIrish","1806_Morgan_TheWildIrish","f","non",1806,"rom",0.052696078,0.463235294,0.06004902,0.424019608,0.0979,0.0442,0.001197605,0.5,0.035928144,0.026347305,0.615568862,6.283417359,6.403548885,0.83762305,0.672986714,0.273646235,1.291979854,0.132934132,0.009580838,0.056287425,0.003592814,0.035928144,0.008383234,2.860544218,2,768.0716014,0.913283712,-0.043002395,0,0.080128144,1.23023332349147
"","Lady Geraldine","F","f_F","Female_Female","Female_Female","Chadwyck_1809_Edgeworth_EnnuiorMemoirs","1809_Edgeworth_EnnuiorMemoirs","f","can",1809,"rom",0.057823129,0.465986395,0.115646259,0.360544218,0.1871,0.0774,0.003225807,0,0.051612903,0.032258065,0.55483871,7.832491943,8.977510462,0.819214686,0.53436726,0.40840413,1.688944856,0.022580645,0,0.009677419,0.003225807,0.064516129,0.022580645,1.035947712,2,402.3812848,1.269341593,-0.074174193,-0.012903226,0.141916129,1.19970000059985
"","Mr. Stanley","M","f_M","All","Mixed","Chadwyck_1809_More_CoelebsinSearch","1809_More_CoelebsinSearch","f","can",1809,"rom",0.095575221,0.566371681,0.146902655,0.191150443,0.1222,0.0551,0,0.625,0.147766323,0.025773196,0.592783505,12.65719724,12.29557377,0.809392262,0.746813845,0.683687406,1.513220597,0.013745705,0,0.018900344,0.001718213,0.02233677,0.003436426,1.488431877,5,413.8256357,0.71472476,-0.0551,0.125429553,0.07743677,2.46678458881924
"","Dr. Johnson","M","m_M","All","Male_Male","Chadwyck_1809_Tyler_TheYankeyin","1809_Tyler_TheYankeyin","m","non",1809,"rom",0.133333333,0.533333333,0.133333333,0.2,0.125,0.0625,0,0.25,0,0.117647059,0.647058824,3.474396145,3.474396145,0.90085554,0.076349974,0.007106691,3.858797334,0,0.058823529,0,0.058823529,0,0.058823529,1.588235294,3,110.701107,4.100041,-0.0625,0,0.0625,0
"","Laura","F","f_F","Female_Female","Female_Female","Chadwyck_1810_Brunton_Self-ControlANovel","1810_Brunton_Self-ControlANovel","f","non",1810,"rom",0.044926211,0.502807888,0.105263158,0.347002743,0.1437,0.1078,0.003796027,0.25,0.032392762,0.018600531,0.557762875,11.43987241,7.726566161,0.800663042,0.892900083,0.721065393,1.106648825,0.035429584,0.003416424,0.036694926,0.003416424,0.038719474,0.010628875,4.742078581,4,4086.770834,0.546140697,-0.104003973,-0.006326712,0.146519474,2.78412873067439
"","Wallace","M","f_M","All","Mixed","Chadwyck_1810_Porter_TheScottishChiefs","1810_Porter_TheScottishChiefs","f","non",1810,"rom",0.157071339,0.545682103,0.183041302,0.114205257,0.1247,0.0622,0.052083333,0.5,0.018995098,0.088235294,0.485294118,14.43650427,15.09952336,0.854590509,0.635372707,0.747219972,0.967667277,0.025735294,0.005514706,0.057598039,0.005208333,0.052083333,0.023590686,1.95195369,2,2212.017843,0.327997901,-0.010116667,-0.033088235,0.114283333,1.19424000764314
"","Matilda","F","m_F","All","Mixed","Chadwyck_1810_Shelley_ZastrozziARomance","1810_Shelley_ZastrozziARomance","m","can",1810,"rom",0.04096171,0.454140695,0.135351736,0.369545859,0.1088,0.0842,0.007894737,0.125,0.018421053,0.028070175,0.6,7.28898034,7.552261965,0.798933502,0.450646285,0.309975291,1.31667073,0.052631579,0,0.042105263,0.003508772,0.053508772,0.006140351,2.724220624,2,3762.087694,3.311696914,-0.076305263,-0.035087719,0.137708772,1.5735737684281
"Sense","Elinor","F","f_F","Female_Female","Female_Female","Chadwyck_1811_Austen_SenseandSensibility","1811_Austen_SenseandSensibility","f","can",1811,"rom",0.037694013,0.547117517,0.112527716,0.302660754,0.1509,0.1266,0.00583245,0.625,0.053552492,0.014846235,0.540827147,9.162939854,6.857213204,0.711215315,0.824741738,0.651100939,1.324084202,0.02757158,0.002651114,0.02173913,0.003711559,0.058324496,0.010604454,1.209973753,2,1554.006792,0.842736872,-0.12076755,-0.004772004,0.184924496,2.17061455618922
"","Melissa","F","f_F","Female_Female","Female_Female","Chadwyck_1811_Mitchell_AShortAccount","1811_Mitchell_AShortAccount","f","non",1811,"rom",0.026765799,0.507063197,0.113754647,0.352416357,0.0746,0.0848,0.003628447,0,0.016690856,0.008708273,0.510885341,8.816125137,9.119401337,0.816580543,0.545660534,0.388621189,1.151802245,0.039187228,0.001451379,0.052975327,0.005079826,0.050798258,0.007256894,1.876203576,2,2572.031981,1.885653945,-0.081171553,-0.034107402,0.135598258,1.66934858278014
"","Melissa","F","m_F","All","Mixed","Chadwyck_1811_Mitchell_TheAsylumor","1811_Mitchell_TheAsylumor","m","non",1811,"rom",0.028625954,0.523854962,0.108778626,0.338740458,0.0714,0.0909,0.005576208,0,0.016728625,0.010223048,0.515799257,6.115131693,6.363389791,0.773768409,0.58975016,0.485734991,1.12577666,0.04739777,0.001858736,0.071561338,0.00464684,0.051115242,0.007434944,2.525547445,3,2063.495219,1.987953005,-0.085323792,-0.034386617,0.142015242,1.77833453277987
"","Eloise","F","m_F","All","Mixed","Chadwyck_1811_Shelley_StIrvyneor","1811_Shelley_StIrvyneor","m","can",1811,"rom",0.156716418,0.496268657,0.152985075,0.194029851,0.1095,0.0474,0.014705882,0.5,0.051470588,0.095588235,0.514705882,6.537762138,2.85440618,0.85961813,0.679996193,0.389784086,1.490843546,0.033088235,0,0.069852941,0.011029412,0.040441177,0.014705882,1.49201278,2,1054.937647,3.370407819,-0.032694118,0.011029411,0.087841177,1.17207271192923
"","lord Colambre","M","f_M","All","Mixed","Chadwyck_1812_Edgeworth_TheAbsenteein","1812_Edgeworth_TheAbsenteein","f","can",1812,"rom",0.067491564,0.521934758,0.210348706,0.200224972,0.1225,0.0763,0.009254219,0.125,0.113772455,0.025585193,0.571039739,15.65709476,7.413445761,0.802668007,0.859085307,0.566305064,1.51187789,0.013609145,0.002177463,0.051714752,0.002721829,0.05334785,0.004899292,2.61038961,3,1589.796826,0.988679618,-0.067045781,0.060424605,0.12964785,1.43023570771831
"P&P","Elizabeth","F","f_F","Female_Female","Female_Female","Chadwyck_1813_Austen_PrideandPrejudice","1813_Austen_PrideandPrejudice","f","can",1813,"rom",0.05148423,0.569109462,0.104823748,0.27458256,0.1481,0.134,0.007943513,0.625,0.03662842,0.017652251,0.504854369,6.715476076,6.075220001,0.925384209,0.828157617,0.625776563,1.336468021,0.014121801,0.001765225,0.033539276,0.003971756,0.073698147,0.010150044,1.915431561,2,1805.614912,0.821854762,-0.126056487,-0.037069727,0.207698147,1.81822753291206
"","Sarah","F","f_F","Female_Female","Female_Female","Chadwyck_1813_Rowson_SarahorThe","1813_Rowson_SarahorThe","f","non",1813,"rom",0.107526882,0.459293395,0.119815668,0.313364055,0.125,0.0833,0.00887574,0.125,0.041420118,0.063609468,0.550295858,7.092753019,4.174479925,0.792828241,0.8025138,0.290925803,0.951126554,0.025147929,0.01183432,0.041420118,0.00739645,0.026627219,0.01331361,2.152777778,2,1167.467575,1.506409774,-0.07442426,0.014792899,0.109927219,3.12837777013063
"Mansfield","Fanny","F","f_F","Female_Female","Female_Female","Chadwyck_1814_Austen_MansfieldParkA","1814_Austen_MansfieldParkA","f","can",1814,"rom",0.05521967,0.520354696,0.110036276,0.314389359,0.1625,0.1297,0.010530275,0.375,0.031214742,0.02143663,0.544941707,7.191984912,6.612073434,0.831053152,0.827874998,0.703145377,1.127561354,0.023693118,0.001880406,0.032719067,0.006393381,0.046634073,0.008273787,2.303986711,4,1741.882414,0.627931656,-0.119169725,-0.015419331,0.176334073,2.78122822340652
"","Stuart","M","m_M","All","Male_Male","Chadwyck_1814_Barrett_TheHeroineOr","1814_Barrett_TheHeroineOr","m","non",1814,"rom",0.047619048,0.482539683,0.301587302,0.168253968,0.2114,0.0347,0.009433962,0.25,0.144654088,0.01572327,0.70754717,8.418619458,11.49417041,0.784771044,0.568014222,0.573079381,2.010401309,0.075471698,0.006289308,0.044025157,0.003144654,0.01572327,0,1.082236842,2,348.2763756,1.145645973,-0.025266038,0.128930818,0.05042327,2.20692006179376
"","Juliet","F","f_F","Female_Female","Female_Female","Chadwyck_1814_Burney_TheWandereror","1814_Burney_TheWandereror","f","can",1814,"rom",0.033633164,0.495893625,0.096988659,0.373484552,0.1493,0.0884,0.002654532,0.625,0.014789534,0.014789534,0.580963216,6.386733626,6.496916621,0.843508695,0.739791045,0.758524586,1.081791074,0.043230944,0.004550626,0.037542662,0.001516875,0.04474782,0.005688282,1.751359751,2,792.4413289,0.307863764,-0.085745468,-0.029958286,0.13314782,1.97551523180347
"","Caroline","F","f_F","Female_Female","Female_Female","Chadwyck_1814_Edgeworth_PatronageByMaria","1814_Edgeworth_PatronageByMaria","f","can",1814,"rom",0.085421995,0.49769821,0.119693095,0.297186701,0.1582,0.1135,0.007774538,0.5,0.054907677,0.038872692,0.563654033,9.869919161,5.446596078,0.945663404,0.902474447,0.754368978,1.251666039,0.027210884,0.002429543,0.027696793,0.003401361,0.050048591,0.011175899,1.238095238,3,851.8629508,0.399560484,-0.105725462,0.004859086,0.163548591,2.26779611038401
"","Waverley","M","m_M","All","Male_Male","Chadwyck_1814_Scott_WaverleyorTis","1814_Scott_WaverleyorTis","m","can",1814,"rom",0.045943304,0.401759531,0.078201369,0.474095797,0.11,0.0891,0.001912046,0.125,0.010516252,0.01625239,0.53250478,3.968366794,3.977431973,0.765745215,0.647975426,0.576036615,0.707828964,0.023900574,0.007648184,0.043021033,0,0.040152964,0.005736138,1.066308244,4,573.8811728,0.482253086,-0.087187954,-0.029636712,0.129252964,2.2190142675395
"","Mannering","M","m_M","All","Male_Male","Chadwyck_1815_Scott_GuyManneringOr","1815_Scott_GuyManneringOr","m","can",1815,"rom",0.070921986,0.470449173,0.096926714,0.361702128,0.0858,0.0812,0.011655012,0,0.048951049,0.03030303,0.515151515,8.600529884,4.922004637,0.865583637,0.786856434,0.558089721,0.826655362,0.025641026,0.006993007,0.032634033,0.004662005,0.020979021,0.004662005,1.148089172,2,239.3900158,0.575456769,-0.069544988,0.027972028,0.102179021,3.8705333294628
"","Oldbuck","M","m_M","All","Male_Male","Chadwyck_1815_Scott_TheAntiquaryin","1815_Scott_TheAntiquaryin","m","can",1815,"rom",0.069767442,0.508139535,0.140697674,0.281395349,0.0795,0.0585,0.006734007,0.125,0.127946128,0.021324355,0.557800225,18.69235817,4.08275205,0.796937222,0.811711747,0.777150537,1.027700541,0.024691358,0.017957351,0.033670034,0.002244669,0.034792368,0.004489338,1.154639175,3,535.2800961,0.597410822,-0.051765993,0.09315376,0.093292368,1.6814032318812
"Emma","Emma","F","f_F","Female_Female","Female_Female","Chadwyck_1816_Austen_EmmaANovel","1816_Austen_EmmaANovel","f","can",1816,"rom",0.056514236,0.616048318,0.093615186,0.233822261,0.1675,0.1497,0.007272727,0,0.043232323,0.027878788,0.528888889,8.054347574,6.929006257,0.836248921,0.857585417,0.73069781,1.355933107,0.01979798,0.000808081,0.026666667,0.005656566,0.058989899,0.009292929,1.712121212,3,1503.840402,0.633729626,-0.142427273,-0.015757576,0.208689899,2.53772260230518
"","Morton","M","m_M","All","Male_Male","Chadwyck_1816_Scott_OldMortalityin","1816_Scott_OldMortalityin","m","can",1816,"rom",0.064492217,0.499629355,0.154188288,0.281690141,0.0775,0.0732,0.010791367,0,0.087769784,0.018705036,0.561151079,17.44168708,6.502900599,0.809822061,0.853387813,0.605174695,1.088870025,0.03381295,0.002158273,0.032374101,0.005755396,0.031654676,0.005035971,3.494791667,2,925.4406532,0.689598102,-0.062408633,0.056115108,0.104854676,2.31245456437463
"","Hobbie","M","m_M","All","Male_Male","Chadwyck_1816_Scott_TheBlackDwarf","1816_Scott_TheBlackDwarf","m","can",1816,"rom",0.065543071,0.43258427,0.166666667,0.335205993,0.0906,0.0499,0.003663004,0.5,0.095238095,0.032967033,0.521978022,12.96940165,5.134214332,0.816019316,0.753710525,0.697670227,1.212131756,0.027472528,0.003663004,0.043956044,0.003663004,0.021978022,0.009157509,2.506912442,5,943.8872888,1.735086928,-0.046236996,0.073260073,0.071878022,2.27044999772955
"","Arthur","M","f_M","All","Mixed","Chadwyck_1817_Austen_SanditoninThe","1817_Austen_SanditoninThe","f","can",1817,"rom",0.4,0.266666667,0.333333333,0,0.129,0,0,0.25,0,0.3125,0.53125,3.983559048,3.983559048,0.850971084,0.190766936,0.083547446,3.229068409,0.03125,0,0.09375,0.0625,0.03125,0,1.042253521,2,240.8563782,4.460303301,0,-0.03125,0.03125,0
"","Ormond","M","f_M","All","Mixed","Chadwyck_1817_Edgeworth_OrmondATale","1817_Edgeworth_OrmondATale","f","can",1817,"rom",0.071481482,0.53,0.12,0.278518519,0.1516,0.1033,0.004592017,0.125,0.027552102,0.022606853,0.540445072,8.152275529,7.723736529,0.877598201,0.856252606,0.514345759,1.033120332,0.026845638,0.002119392,0.042034617,0.004238785,0.0561639,0.012009891,4.190977444,2,2404.700685,0.862827659,-0.098707983,-0.028611798,0.1594639,1.83925973801677
"","Rob Roy","M","m_M","All","Male_Male","Chadwyck_1817_Scott_RobRoyin","1817_Scott_RobRoyin","m","can",1817,"rom",0.050632911,0.452531646,0.126582279,0.370253165,0.1005,0.0599,0.001021451,0.625,0.039836568,0.018386108,0.497446374,10.19446673,3.266330247,0.855045887,0.80956585,0.570137318,0.759432834,0.031664964,0.013278856,0.041879469,0.001021451,0.02247191,0.010214505,1.688963211,2,538.1471753,0.532818985,-0.058878549,0.017364658,0.08237191,2.66555001332775
"Northanger","Catherine","F","f_F","Female_Female","Female_Female","Chadwyck_1818_Austen_NorthangerAbbeyand","1818_Austen_NorthangerAbbeyand","f","can",1818,"rom",0.060556465,0.521003819,0.090016367,0.32842335,0.1571,0.1231,0.004130098,0.625,0.027878162,0.035105834,0.549819308,6.343329889,5.400220226,0.889330636,0.835354547,0.535525261,1.121394547,0.030459473,0.005162623,0.03871967,0.003097574,0.062467734,0.00464636,3.592079208,3,2293.618582,1.264398336,-0.118969902,-0.034589572,0.185567734,1.97061734302704
"Persuasion","Anne","F","f_F","Female_Female","Female_Female","Chadwyck_1818_Austen_PersuasionBythe","1818_Austen_PersuasionBythe","f","can",1818,"rom",0.058577406,0.616457462,0.09553696,0.229428173,0.1467,0.1441,0.016276042,0.625,0.024739583,0.018880208,0.498697917,7.339536134,7.722272853,0.850878836,0.749081456,0.521497502,1.049397204,0.020833333,0.001953125,0.036458333,0.000651042,0.0625,0.006510417,2.929411765,3,1800.065063,1.204862826,-0.127823958,-0.037760417,0.2066,2.3056
"","Mary","F","f_F","Female_Female","Female_Female","Chadwyck_1818_Ferrier_MarriageANovel","1818_Ferrier_MarriageANovel","f","non",1818,"rom",0.049240681,0.484123332,0.103543488,0.363092499,0.1252,0.1257,0.004860804,0.375,0.04109589,0.021210782,0.541758727,8.221997203,5.845142403,0.760527893,0.820653775,0.568761829,1.289010496,0.048608042,0.002209457,0.026071586,0.004860804,0.048608042,0.005744587,1.752396166,2,1538.569425,0.701262272,-0.120839196,-0.007512152,0.174308042,2.58599184060942
"","Scythrop","M","m_M","All","Male_Male","Chadwyck_1818_Peacock_NightmareAbbey","1818_Peacock_NightmareAbbey","m","non",1818,"rom",0.072727273,0.574025974,0.101298701,0.251948052,0.0987,0.0785,0.005089059,0.125,0.081424936,0.03562341,0.503816794,10.82936354,4.557999944,0.866248502,0.818992998,0.438018223,1.17147175,0.048346056,0.002544529,0.048346056,0.005089059,0.048346056,0.010178117,1.934065934,2,1346.904416,3.826432999,-0.073410941,0.03307888,0.126846056,1.62371052563212
"","Jeanie","F","m_F","All","Mixed","Chadwyck_1818_Scott_TheHeartof","1818_Scott_TheHeartof","m","can",1818,"rom",0.053425775,0.50040783,0.126835237,0.319331158,0.1087,0.0946,0.003147128,1,0.074350905,0.016129032,0.549173879,17.30910087,7.559487539,0.80392194,0.881845219,0.686530798,1.256077077,0.02675059,0.007081039,0.0306845,0.004720692,0.04563336,0.006294257,4.355902778,5,1523.033684,0.607028172,-0.091452872,0.028717545,0.14023336,2.0730448075706
"","Elizabeth","F","f_F","Female_Female","Female_Female","Chadwyck_1818_Shelley_FrankensteinorThe","1818_Shelley_FrankensteinorThe","f","can",1818,"rom",0.115384615,0.487179487,0.106837607,0.290598291,0.1862,0.0972,0.008,0.375,0.052,0.056,0.5,6.947413604,3.537374556,0.845281142,0.726310211,0.249204548,1.293761352,0.044,0,0.028,0.004,0.036,0.012,1.421348315,3,349.606865,1.381845316,-0.0892,0.016,0.1332,2.7
"","Allan","M","m_M","All","Male_Male","Chadwyck_1819_Scott_ALegendof","1819_Scott_ALegendof","m","can",1819,"rom",0.111538462,0.611538462,0.230769231,0.046153846,0.0634,0.1007,0.007518797,0.125,0.236842105,0.060150376,0.567669173,10.81666726,6.049170797,0.768915595,0.742002827,0.842822029,1.888715253,0.007518797,0.003759399,0.030075188,0.007518797,0.037593985,0.007518797,1.655063291,5,310.3363284,1.120347756,-0.093181203,0.19924812,0.138293985,2.67861999732138
"","Cedric","M","m_M","All","Male_Male","Chadwyck_1819_Scott_IvanhoeARomance","1819_Scott_IvanhoeARomance","m","can",1819,"rom",0.1108742,0.398720682,0.154584222,0.335820896,0.0727,0.0602,0.015592516,0.875,0.092515593,0.048856549,0.520790021,15.06441239,6.595340399,0.755010364,0.823379628,0.738805894,0.907182751,0.03014553,0.012474013,0.025987526,0.007276507,0.017671518,0.022869023,1.654178674,3,591.6031518,0.515333756,-0.044607484,0.074844075,0.077871518,3.40661170138298
"","Lucy","F","m_F","All","Mixed","Chadwyck_1819_Scott_TheBrideof","1819_Scott_TheBrideof","m","can",1819,"rom",0.039906103,0.449530516,0.098591549,0.411971831,0.1249,0.0855,0.006764374,0,0.05524239,0.01578354,0.591882751,10.28948781,7.863147475,0.817305638,0.810572516,0.601816618,0.860759547,0.050732807,0.005636979,0.029312289,0.002254791,0.028184893,0.004509583,1.31556196,3,710.439492,0.77813745,-0.078735626,0.027057497,0.113684893,3.03353998895791
"","Emily","F","m_F","All","Mixed","Chadwyck_1820_Cooper_Precautionvolume1","1820_Cooper_Precautionvolume1","m","can",1820,"rom",0.091097309,0.453416149,0.15320911,0.302277433,0.1274,0.1043,0.012,0.5,0.045,0.038,0.571,7.795786315,4.209302831,0.853562442,0.837366391,0.621827703,0.944401207,0.038,0.001,0.042,0.006,0.051,0.007,1.369849246,4,983.1926711,0.721344586,-0.0923,-0.006,0.1553,2.04509803921569
"","Melmoth","M","m_M","All","Male_Male","Chadwyck_1820_Maturin_MelmothTheWanderer","1820_Maturin_MelmothTheWanderer","m","non",1820,"rom",0.058369099,0.557081545,0.09527897,0.289270386,0.061,0.0903,0.003352892,0.25,0.042749371,0.029337804,0.544844929,7.545329238,5.329205353,0.840077074,0.793672051,0.549399623,1.0731555,0.048616932,0.002514669,0.051131601,0.004191115,0.092204526,0.004191115,1.241266376,3,479.8824984,0.422060245,-0.086947108,-0.049455155,0.182504526,0.979344549745855
"","Harvey","M","m_M","All","Male_Male","Chadwyck_1821_Cooper_TheSpyvolume","1821_Cooper_TheSpyvolume","m","can",1821,"rom",0.111662531,0.627791563,0.200992556,0.05955335,0.1707,0.1,0.01216545,0.625,0.107055961,0.070559611,0.579075426,8.787072472,7.141133609,0.781070765,0.766610594,0.648813058,1.615715527,0.01703163,0,0.082725061,0,0.053527981,0.01459854,1.1414791,4,354.3857762,0.672458778,-0.08783455,0.05352798,0.153527981,1.8681818019626
"","Mr Cayenne","M","m_M","All","Male_Male","Chadwyck_1821_Galt_AnnalsOfThe","1821_Galt_AnnalsOfThe","m","non",1821,"rom",0.084615385,0.415384615,0.153846154,0.346153846,0.0657,0.0219,0,0.5,0.00729927,0.051094891,0.489051095,3.462205441,3.439396304,0.824661319,0.328818879,0.218971375,2.195951512,0.02189781,0,0.01459854,0,0.03649635,0.02189781,1.00621118,2,207.0455954,1.511281718,-0.0219,-0.02919708,0.05839635,0.6000600060006
"","Mr Snodgrass","M","m_M","All","Male_Male","Chadwyck_1821_Galt_TheAyrshireLegatees","1821_Galt_TheAyrshireLegatees","m","non",1821,"rom",0.098765432,0.648148148,0.098765432,0.154320988,0.0859,0.0798,0.006060606,0,0.054545455,0.03030303,0.484848485,4.305192933,2.084499885,0.640476288,0.661880844,0.375960827,1.459923362,0.006060606,0.006060606,0.024242424,0,0.066666667,0,1.387387387,6,311.7724466,2.024496407,-0.073739394,-0.012121212,0.146466667,1.196999994015
"","Varney","M","m_M","All","Male_Male","Chadwyck_1821_Scott_Kenilworthinthe","1821_Scott_Kenilworthinthe","m","can",1821,"rom",0.062176166,0.507772021,0.196027634,0.23402418,0.0687,0.0794,0.006688963,0,0.14548495,0.025083612,0.587792642,18.46258322,9.071308205,0.831112119,0.804999251,0.904256142,1.225529948,0.033444816,0.007525084,0.037625418,0.001672241,0.035953177,0.005016722,1.243270189,2,665.3967034,0.533597998,-0.072711037,0.109531773,0.115353177,2.20842792279525
"","Bailie","M","m_M","All","Male_Male","Chadwyck_1822_Galt_TheProvost","1822_Galt_TheProvost","m","non",1822,"rom",0.2,0.425,0.1,0.275,0.0976,0.0488,0,0.5,0.048192771,0.060240964,0.409638554,3.01054457,3.398229045,0.889812472,0.491454846,0.164403933,2.048932144,0.036144578,0,0.048192771,0.024096386,0.024096386,0.012048193,1.204819277,6,148.9176231,1.816068575,-0.0488,0.024096385,0.072896386,2.0251999615212
"","Harold","M","m_M","All","Male_Male","Chadwyck_1822_Neal_LoganAFamily","1822_Neal_LoganAFamily","m","non",1822,"rom",0.082214765,0.508668904,0.130033557,0.279082774,0.1204,0.0642,0.029301075,0.125,0.028225807,0.031989247,0.55,8.035642821,7.750025169,0.789488204,0.781998189,0.678666805,1.267290744,0.112903226,0.002956989,0.048655914,0.008333333,0.049462366,0.009408602,5.252775406,3,2703.367893,0.439500552,-0.034898925,-0.021236559,0.113662366,1.29795651101688
"","Jane","F","f_F","Female_Female","Female_Female","Chadwyck_1822_Sedgwick_ANew-EnglandTale","1822_Sedgwick_ANew-EnglandTale","f","can",1822,"rom",0.054054054,0.517717718,0.104504505,0.323723724,0.1232,0.0921,0.005797101,0.375,0.046956522,0.023768116,0.526376812,9.497348666,7.68452149,0.824156435,0.834738848,0.677184154,1.233363338,0.042318841,0.003478261,0.04115942,0.004057971,0.04173913,0.009275362,3.50310559,5,2510.90731,1.483987772,-0.086302899,0.005217392,0.13383913,2.20656252298503
"","Elizabeth","F","m_F","All","Mixed","Chadwyck_1823_Cooper_ThePioneersvolume","1823_Cooper_ThePioneersvolume","m","can",1823,"rom",0.050632911,0.57721519,0.202531646,0.169620253,0.1453,0.0484,0.026894866,0.375,0.046454768,0.024449878,0.493887531,5.715311562,6.162172012,0.794611636,0.64241303,0.746552704,1.077864692,0.026894866,0,0.029339853,0.004889976,0.056234719,0.007334963,1.089655172,2,423.1229391,0.583617847,-0.021505134,-0.009779951,0.104634719,0.860678258212689
"","Walter","M","m_M","All","Male_Male","Chadwyck_1823_Galt_TheEntailor","1823_Galt_TheEntailor","m","non",1823,"rom",0.059171598,0.457311919,0.122569738,0.360946746,0.0724,0.0561,0.005747126,0.5,0.050082102,0.019704434,0.563218391,8.822390092,6.186881991,0.746848567,0.811956243,0.730205635,1.102553049,0.033661741,0.009031199,0.048440066,0.003284072,0.030377668,0.003284072,1.416083916,2,831.1329402,0.684060033,-0.050352874,0.019704434,0.086477668,1.84675137011834
"","Hammond","M","m_M","All","Male_Male","Chadwyck_1823_Neal_ErrataorThe","1823_Neal_ErrataorThe","m","non",1823,"rom",0.086574655,0.47553325,0.190715182,0.247176913,0.1028,0.0472,0.007255139,0.625,0.134220073,0.039903265,0.61547763,15.23769809,3.99491394,0.885629253,0.835673844,0.512513995,1.611495837,0.117291415,0.00362757,0.045949214,0.014510278,0.044740024,0.00120919,2.64160401,5,457.3957949,0.433961855,-0.039944861,0.089480049,0.091940024,1.05498378811777
"","Molton","M","m_M","All","Male_Male","Chadwyck_1823_Neal_RandolphANovel","1823_Neal_RandolphANovel","m","non",1823,"rom",0.12037037,0.484953704,0.166666667,0.228009259,0.1171,0.0536,0.019715225,0,0.04271632,0.040525739,0.511500548,6.272280711,4.490211396,0.802140739,0.816903721,0.506316103,1.182607444,0.083242059,0.007667032,0.039430449,0.004381161,0.054764513,0.007667032,1.74668435,2,557.2244553,0.423101333,-0.033884775,-0.012048193,0.108364513,0.978735992776928
"","Archibald","M","m_M","All","Male_Male","Chadwyck_1823_Neal_Seventy-sixvolume1","1823_Neal_Seventy-sixvolume1","m","non",1823,"rom",0.065893838,0.446613789,0.178767541,0.308724832,0.0851,0.0343,0.005910166,0.125,0.111111111,0.030732861,0.606973995,15.15048912,5.568639026,0.90085554,0.839163043,0.833744438,1.498200518,0.147163121,0.010638298,0.060874705,0.008274232,0.04964539,0.004728132,1.998883929,5,1102.147064,0.615380828,-0.028389834,0.061465721,0.08394539,0.690900000987
"","Heer","M","m_M","All","Male_Male","Chadwyck_1823_Paulding_KoningsmarketheLong","1823_Paulding_KoningsmarketheLong","m","non",1823,"rom",0.079422383,0.440433213,0.131167268,0.348977136,0.1294,0.0455,0.003504673,0.125,0.022196262,0.050233645,0.553738318,5.911824439,6.118485014,0.982566938,0.634637932,0.247296206,0.797205907,0.058411215,0.007009346,0.051401869,0.004672897,0.029205608,0.014018692,1.352657005,2,860.452967,1.02434877,-0.041995327,-0.007009346,0.074705608,1.55791997208207
"","Quentin","M","m_M","All","Male_Male","Chadwyck_1823_Scott_QuentinDurwardin","1823_Scott_QuentinDurwardin","m","can",1823,"rom",0.041943734,0.503836317,0.145268542,0.308951407,0.0864,0.0914,0.005461768,0.5,0.073982125,0.017874876,0.528301887,18.68385035,5.771085472,0.786523581,0.879465314,0.52088456,1.051817796,0.030784508,0.006454816,0.032770606,0.004468719,0.04468719,0.007944389,1.185072816,2,983.8493547,0.50376311,-0.085938232,0.029294935,0.13608719,2.04532887388981
