"source","target","weight","type"
"mind","stepbystep",1,"undirected"
"mind","bassheavi",1,"undirected"
"mind","mele",1,"undirected"
"mind","subaudio",1,"undirected"
"mind","metacognit",1,"undirected"
"mind","telepres",1,"undirected"
"think","circadian",2,"undirected"
"mind","circadian",1,"undirected"
"see","unreli",1,"undirected"
"feel","unreli",1,"undirected"
"think","unreli",1,"undirected"
"look","unreli",1,"undirected"
"mind","unreli",1,"undirected"
"mind","flagston",1,"undirected"
"mind","mindscap",1,"undirected"
"mind","sweatsmel",1,"undirected"
"see","toil",1,"undirected"
"mind","toil",1,"undirected"
"mind","demyelin",1,"undirected"
"mind","restructur",1,"undirected"
"mind","pssispac",1,"undirected"
"mind","standdown",1,"undirected"
"see","chassi",1,"undirected"
"think","chassi",1,"undirected"
"mind","chassi",1,"undirected"
"see","fourstackedhigh",1,"undirected"
"think","fourstackedhigh",1,"undirected"
"see","molli",13,"undirected"
"feel","molli",13,"undirected"
"think","molli",10,"undirected"
"look","molli",23,"undirected"
"mind","molli",1,"undirected"
"see","triangularshap",1,"undirected"
"see","ricket",16,"undirected"
"feel","ricket",3,"undirected"
"think","ricket",8,"undirected"
"look","ricket",61,"undirected"
"see","smokefil",1,"undirected"
"see","grandstand",1,"undirected"
"look","grandstand",2,"undirected"
"see","trumpetlik",1,"undirected"
"see","dira",7,"undirected"
"feel","dira",5,"undirected"
"think","dira",2,"undirected"
"look","dira",22,"undirected"
"see","cornucopia",1,"undirected"
"see","ranchstyl",1,"undirected"
"look","ranchstyl",1,"undirected"
"see","gurkhabrand",1,"undirected"
"see","pungent",2,"undirected"
"feel","pungent",1,"undirected"
"look","pungent",1,"undirected"
"see","hernandez",1,"undirected"
"see","somali",1,"undirected"
"see","perkin",4,"undirected"
"feel","perkin",2,"undirected"
"think","perkin",2,"undirected"
"look","perkin",21,"undirected"
"mind","perkin",2,"undirected"
"see","crewmemb",1,"undirected"
"feel","crewmemb",3,"undirected"
"think","crewmemb",1,"undirected"
"look","crewmemb",5,"undirected"
"see","deckport",1,"undirected"
"feel","deckport",3,"undirected"
"see","bickerdik",1,"undirected"
"think","bickerdik",1,"undirected"
"see","lilli",7,"undirected"
"feel","lilli",2,"undirected"
"think","lilli",3,"undirected"
"look","lilli",11,"undirected"
"mind","lilli",1,"undirected"
"see","plasma",6,"undirected"
"feel","plasma",1,"undirected"
"think","plasma",4,"undirected"
"look","plasma",3,"undirected"
"see","gangway",5,"undirected"
"feel","gangway",1,"undirected"
"think","gangway",1,"undirected"
"look","gangway",5,"undirected"
"mind","gangway",1,"undirected"
"see","cra",7,"undirected"
"feel","cra",3,"undirected"
"think","cra",11,"undirected"
"look","cra",24,"undirected"
"mind","cra",1,"undirected"
"see","onebyon",1,"undirected"
"look","onebyon",2,"undirected"
"see","rhinowarrior",2,"undirected"
"think","rhinowarrior",2,"undirected"
"look","rhinowarrior",4,"undirected"
"see","unlit",2,"undirected"
"feel","unlit",2,"undirected"
"see","hybrid",4,"undirected"
"think","hybrid",1,"undirected"
"look","hybrid",3,"undirected"
"see","dreadnaught",1,"undirected"
"look","dreadnaught",2,"undirected"
"see","housearrest",1,"undirected"
"look","housearrest",1,"undirected"
"see","captainrank",1,"undirected"
"see","hyperlearn",1,"undirected"
"feel","hyperlearn",1,"undirected"
"look","hyperlearn",1,"undirected"
"see","foottal",1,"undirected"
"see","fullgrown",1,"undirected"
"see","welledup",1,"undirected"
"look","welledup",1,"undirected"
"see","seaman",1,"undirected"
"think","seaman",1,"undirected"
"see","ensign",1,"undirected"
"look","ensign",2,"undirected"
"see","fortif",1,"undirected"
"look","fortif",1,"undirected"
"see","piggyback",3,"undirected"
"look","piggyback",1,"undirected"
"see","highup",1,"undirected"
"mind","highup",1,"undirected"
"see","baseballcap",1,"undirected"
"look","baseballcap",1,"undirected"
"see","chihuahuan",1,"undirected"
"look","chihuahuan",2,"undirected"
"see","rustic",1,"undirected"
"feel","rustic",1,"undirected"
"look","rustic",1,"undirected"
"see","horri",1,"undirected"
"look","horri",1,"undirected"
"see","reynold",2,"undirected"
"feel","reynold",1,"undirected"
"think","reynold",3,"undirected"
"look","reynold",4,"undirected"
"see","matador",1,"undirected"
"see","rhino",7,"undirected"
"look","rhino",4,"undirected"
"mind","rhino",1,"undirected"
"see","hotshot",1,"undirected"
"see","perri",2,"undirected"
"think","perri",1,"undirected"
"look","perri",1,"undirected"
"see","newlyacquir",1,"undirected"
"see","meanest",2,"undirected"
"see","serapin",1,"undirected"
"think","serapin",2,"undirected"
"look","serapin",1,"undirected"
"see","fullhonor",1,"undirected"
"see","fidgeti",1,"undirected"
"see","futurist",1,"undirected"
"look","futurist",2,"undirected"
"see","narcoticlac",1,"undirected"
"see","reunit",1,"undirected"
"feel","cleanli",1,"undirected"
"feel","fluidartist",1,"undirected"
"feel","strenuous",1,"undirected"
"feel","battleharden",1,"undirected"
"feel","nanocom",2,"undirected"
"think","nanocom",1,"undirected"
"look","nanocom",1,"undirected"
"mind","nanocom",1,"undirected"
"feel","lifestyl",1,"undirected"
"feel","pastur",1,"undirected"
"feel","oscilloscop",1,"undirected"
"feel","toasters",1,"undirected"
"feel","casa",1,"undirected"
"feel","earcomm",1,"undirected"
"see","starboard",7,"undirected"
"feel","starboard",2,"undirected"
"look","starboard",3,"undirected"
"feel","incalcul",1,"undirected"
"feel","brightman",1,"undirected"
"see","chinook",4,"undirected"
"feel","chinook",1,"undirected"
"feel","marit",1,"undirected"
"think","marit",1,"undirected"
"see","zebra",1,"undirected"
"feel","zebra",1,"undirected"
"think","apb",1,"undirected"
"think","metallik",1,"undirected"
"think","rudder",1,"undirected"
"think","chubbyfac",1,"undirected"
"think","cramer",1,"undirected"
"look","cramer",1,"undirected"
"think","pacesett",1,"undirected"
"look","pacesett",2,"undirected"
"think","smallstatur",1,"undirected"
"mind","smallstatur",1,"undirected"
"think","sauer",1,"undirected"
"think","sig",1,"undirected"
"think","nonjudici",1,"undirected"
"think","stockier",1,"undirected"
"think","eyeflutt",1,"undirected"
"see","lieu",1,"undirected"
"think","lieu",1,"undirected"
"look","lieu",1,"undirected"
"see","sanctiti",1,"undirected"
"think","sanctiti",1,"undirected"
"mind","sanctiti",1,"undirected"
"think","bide",1,"undirected"
"think","shitsling",1,"undirected"
"think","eventon",1,"undirected"
"think","medallion",1,"undirected"
"look","medallion",5,"undirected"
"think","phaseshift",1,"undirected"
"look","phaseshift",1,"undirected"
"think","overconfid",1,"undirected"
"think","calduria",1,"undirected"
"think","haystack",1,"undirected"
"think","retak",1,"undirected"
"look","waterstain",1,"undirected"
"look","moderndaywast",1,"undirected"
"look","bernardino",1,"undirected"
"look","bedhair",1,"undirected"
"look","funlov",1,"undirected"
"feel","et",1,"undirected"
"look","et",1,"undirected"
"look","oversizedalmondshap",1,"undirected"
"look","spielberg",1,"undirected"
"look","kitti",1,"undirected"
"look","oddlook",1,"undirected"
"look","touchpad",1,"undirected"
"see","salesman",1,"undirected"
"look","salesman",1,"undirected"
"look","usedcar",1,"undirected"
"look","quasitranspar",1,"undirected"
"look","admiraltylevel",1,"undirected"
"look","demateri",1,"undirected"
"look","nowbustl",1,"undirected"
"look","medipod",4,"undirected"
"see","modif",1,"undirected"
"look","modif",1,"undirected"
"look","squarefac",3,"undirected"
"look","showoff",1,"undirected"
"look","cabinetlik",1,"undirected"
"look","caldron",2,"undirected"
"look","sendup",1,"undirected"
"look","grasshopp",1,"undirected"
"look","neartranspar",1,"undirected"
"look","paintedon",1,"undirected"
"look","rhinobeast",1,"undirected"
"think","commanderinchief",2,"undirected"
"look","commanderinchief",1,"undirected"
"look","ecohabitat",3,"undirected"
"look","furlong",1,"undirected"
"look","offangl",1,"undirected"
"look","sacellum",3,"undirected"
"see","shrine",1,"undirected"
"look","shrine",1,"undirected"
"look","solidrock",1,"undirected"
"look","rizzo",1,"undirected"
"look","retook",1,"undirected"
"see","skintight",1,"undirected"
"see","contemptu",2,"undirected"
"think","contemptu",1,"undirected"
"see","lorelei",8,"undirected"
"feel","lorelei",15,"undirected"
"think","lorelei",5,"undirected"
"look","lorelei",9,"undirected"
"see","microsn",1,"undirected"
"see","mort",3,"undirected"
"look","mort",2,"undirected"
"see","lute",2,"undirected"
"feel","lute",5,"undirected"
"think","lute",2,"undirected"
"look","lute",6,"undirected"
"see","backstab",1,"undirected"
"see","swanki",2,"undirected"
"look","swanki",1,"undirected"
"see","reclam",1,"undirected"
"mind","reclam",1,"undirected"
"see","veronika",12,"undirected"
"feel","veronika",4,"undirected"
"think","veronika",16,"undirected"
"look","veronika",27,"undirected"
"mind","veronika",2,"undirected"
"see","pluse",1,"undirected"
"see","bridesicl",2,"undirected"
"feel","bridesicl",1,"undirected"
"think","bridesicl",1,"undirected"
"look","bridesicl",1,"undirected"
"see","wart",3,"undirected"
"see","lycan",4,"undirected"
"feel","lycan",3,"undirected"
"think","lycan",3,"undirected"
"look","lycan",11,"undirected"
"see","oneeighth",1,"undirected"
"see","openair",1,"undirected"
"see","peytr",1,"undirected"
"see","sailboat",1,"undirected"
"see","unadorn",1,"undirected"
"look","unadorn",1,"undirected"
"see","clover",2,"undirected"
"think","clover",1,"undirected"
"look","clover",2,"undirected"
"mind","clover",2,"undirected"
"see","teari",1,"undirected"
"think","teari",1,"undirected"
"see","undetermin",1,"undirected"
"see","enlarg",3,"undirected"
"feel","enlarg",1,"undirected"
"think","enlarg",2,"undirected"
"look","enlarg",1,"undirected"
"see","percol",1,"undirected"
"feel","percol",3,"undirected"
"think","percol",2,"undirected"
"look","percol",1,"undirected"
"mind","percol",2,"undirected"
"see","longdead",1,"undirected"
"see","tenpercent",1,"undirected"
"see","copter",1,"undirected"
"look","copter",2,"undirected"
"mind","copter",1,"undirected"
"see","perci",1,"undirected"
"think","perci",1,"undirected"
"look","perci",2,"undirected"
"see","cops",3,"undirected"
"look","cops",4,"undirected"
"feel","peregrin",1,"undirected"
"feel","turd",2,"undirected"
"look","turd",4,"undirected"
"feel","lunk",2,"undirected"
"feel","sunali",2,"undirected"
"think","sunali",4,"undirected"
"look","sunali",1,"undirected"
"feel","microt",2,"undirected"
"look","microt",1,"undirected"
"feel","guiltdriven",1,"undirected"
"feel","relianc",1,"undirected"
"feel","anglo",1,"undirected"
"feel","royer",1,"undirected"
"feel","fiftypound",1,"undirected"
"feel","hundredpound",1,"undirected"
"feel","idri",2,"undirected"
"feel","nightclub",1,"undirected"
"look","nightclub",1,"undirected"
"feel","threesixti",1,"undirected"
"look","threesixti",2,"undirected"
"feel","insensit",1,"undirected"
"feel","swankier",1,"undirected"
"feel","reincarn",1,"undirected"
"think","reincarn",1,"undirected"
"look","reincarn",1,"undirected"
"feel","baneth",1,"undirected"
"feel","demolish",2,"undirected"
"feel","redlett",1,"undirected"
"feel","idealist",1,"undirected"
"feel","uncommun",1,"undirected"
"mind","uncommun",1,"undirected"
"think","slunk",1,"undirected"
"think","glider",1,"undirected"
"look","glider",1,"undirected"
"think","poverti",1,"undirected"
"see","passerbi",1,"undirected"
"think","passerbi",1,"undirected"
"think","dougi",1,"undirected"
"think","fatalist",1,"undirected"
"think","ihop",1,"undirected"
"think","knockkne",1,"undirected"
"think","lightblu",1,"undirected"
"think","refreez",2,"undirected"
"look","refreez",3,"undirected"
"think","lucid",2,"undirected"
"look","lucid",2,"undirected"
"think","cryom",1,"undirected"
"look","cryom",2,"undirected"
"think","crèches",1,"undirected"
"look","crèches",2,"undirected"
"think","selfsepar",1,"undirected"
"think","lemieux",1,"undirected"
"think","liedetector",1,"undirected"
"look","glitterati",1,"undirected"
"see","inbreath",1,"undirected"
"feel","inbreath",1,"undirected"
"look","inbreath",2,"undirected"
"look","inconveni",1,"undirected"
"look","rerout",1,"undirected"
"look","exe",1,"undirected"
"look","solidlook",1,"undirected"
"feel","chesthigh",1,"undirected"
"look","chesthigh",1,"undirected"
"look","facialrecognit",1,"undirected"
"look","straightout",1,"undirected"
"look","eightnin",1,"undirected"
"feel","subtext",1,"undirected"
"look","subtext",3,"undirected"
"look","twentystori",1,"undirected"
"look","parabl",2,"undirected"
"see","rowboat",1,"undirected"
"look","rowboat",1,"undirected"
"look","zen",1,"undirected"
"look","ashburton",1,"undirected"
"look","clientel",1,"undirected"
"look","nonbridesicl",1,"undirected"
"look","bryoni",2,"undirected"
"look","hammerfac",1,"undirected"
"look","buttress",1,"undirected"
"look","saddest",1,"undirected"
"see","bum",2,"undirected"
"feel","bum",1,"undirected"
"look","bum",2,"undirected"
"look","filthier",1,"undirected"
"mind","filthier",1,"undirected"
"think","gruel",1,"undirected"
"look","gruel",1,"undirected"
"mind","gruel",1,"undirected"
"look","smellier",1,"undirected"
"mind","smellier",1,"undirected"
"look","soulwrench",1,"undirected"
"mind","soulwrench",1,"undirected"
"look","afterwork",1,"undirected"
"mind","pcrs",1,"undirected"
"mind","ultralight",1,"undirected"
"think","unsuccess",1,"undirected"
"mind","unsuccess",2,"undirected"
"see","hink",13,"undirected"
"feel","hink",2,"undirected"
"think","hink",7,"undirected"
"look","hink",18,"undirected"
"see","triplebarrel",1,"undirected"
"see","glim",2,"undirected"
"think","glim",1,"undirected"
"see","alun",2,"undirected"
"feel","alun",1,"undirected"
"think","alun",2,"undirected"
"look","alun",3,"undirected"
"see","madder",4,"undirected"
"feel","madder",1,"undirected"
"think","madder",1,"undirected"
"look","madder",2,"undirected"
"see","cadoc",1,"undirected"
"see","fineri",1,"undirected"
"see","vixen",1,"undirected"
"feel","vixen",1,"undirected"
"think","vixen",2,"undirected"
"think","wellsuit",1,"undirected"
"think","dupui",1,"undirected"
"look","dupui",1,"undirected"
"feel","selfassur",1,"undirected"
"think","selfassur",1,"undirected"
"think","pullman",1,"undirected"
"think","boilerman",1,"undirected"
"think","bumbl",1,"undirected"
"look","bumbl",2,"undirected"
"think","greenhorn",1,"undirected"
"look","greenhorn",1,"undirected"
"think","bryn",1,"undirected"
"look","bryn",1,"undirected"
"look","auction",1,"undirected"
"look","bucker",1,"undirected"
"look","carous",1,"undirected"
"look","glassandcopp",1,"undirected"
"look","unfroz",1,"undirected"
"look","fistfight",1,"undirected"
"look","vosbrough",2,"undirected"
"look","lawmen",1,"undirected"
"look","finder",1,"undirected"
"feel","unspool",1,"undirected"
"look","unspool",1,"undirected"
"mind","unspool",1,"undirected"
"look","uncomplain",1,"undirected"
"look","deadman",1,"undirected"
"mind","devis",1,"undirected"
"see","thalia",3,"undirected"
"feel","thalia",3,"undirected"
"think","thalia",4,"undirected"
"look","thalia",6,"undirected"
"see","bellami",7,"undirected"
"feel","bellami",1,"undirected"
"think","bellami",3,"undirected"
"look","bellami",6,"undirected"
"see","octavia",5,"undirected"
"feel","octavia",2,"undirected"
"think","octavia",3,"undirected"
"look","octavia",8,"undirected"
"see","waldenit",1,"undirected"
"see","dropship",1,"undirected"
"feel","sicker",3,"undirected"
"think","sicker",2,"undirected"
"look","sicker",2,"undirected"
"feel","eighteenth",1,"undirected"
"feel","lise",1,"undirected"
"feel","lahiri",1,"undirected"
"think","eighteenyearold",1,"undirected"
"think","walden",1,"undirected"
"look","walden",1,"undirected"
"think","unregist",1,"undirected"
"think","oneword",2,"undirected"
"think","longawait",1,"undirected"
"look","arguabl",1,"undirected"
"look","ninetysix",1,"undirected"
"look","skybridg",1,"undirected"
"look","brightyellow",1,"undirected"
"see","treetop",2,"undirected"
"feel","treetop",1,"undirected"
"look","treetop",2,"undirected"
"look","panicfil",1,"undirected"
"see","tarent",87,"undirected"
"feel","tarent",50,"undirected"
"think","tarent",36,"undirected"
"look","tarent",68,"undirected"
"mind","tarent",3,"undirected"
"see","subsoil",2,"undirected"
"look","subsoil",1,"undirected"
"see","toughen",2,"undirected"
"look","toughen",1,"undirected"
"see","flo",2,"undirected"
"feel","flo",2,"undirected"
"think","flo",4,"undirected"
"look","flo",3,"undirected"
"mind","flo",2,"undirected"
